"word","cefr_level","total_frequency"
"pittsburgh","B1","30726730"
"guns","A2","30687015"
"livestock","B1","30686058"
"presently","A2","30670156"
"reservoir","B1","30646247"
"deny","B1","30645347"
"programmes","A2","30628800"
"ride","A1","30616670"
"rays","A2","30611805"
"mobile","A2","30611198"
"shoes","A1","30598151"
"shops","A2","30597026"
"certification","B2","30595485"
"rat","A1","30592963"
"genuine","B2","30579383"
"arch","B2","30547954"
"contractors","B2","30545881"
"morris","B1","30535627"
"oxide","B1","30530331"
"analyzed","B1","30529377"
"verse","B2","30524080"
"nurses","A2","30518329"
"deals","A2","30508555"
"campbell","B1","30503780"
"prize","B1","30488726"
"capture","B1","30482571"
"lessons","A1","30470503"
"assure","B2","30469545"
"constraints","B2","30452501"
"kings","A1","30451722"
"lesson","A1","30428363"
"habits","A1","30420674"
"organs","B1","30408283"
"generate","B1","30361602"
"restoration","B1","30355307"
"dressed","A2","30335676"
"deeper","B1","30332095"
"detected","B2","30310578"
"inst","B1","30277595"
"tied","A2","30277000"
"lunch","A1","30269791"
"step","A1","30257486"
"shorter","A1","30256942"
"exercises","A1","30252768"
"pope","B1","30250661"
"visits","A1","30248148"
"div","B1","30233983"
"sentences","A2","30223438"
"outcomes","B2","30222969"
"testified","B2","30192631"
"phys","B1","30183967"
"passengers","A2","30183752"
"southeast","B1","30170781"
"lung","B1","30164990"
"trail","B1","30155843"
"habit","A1","30155403"
"asset","B1","30147074"
"subjected","A1","30141079"
"hardware","B2","30139731"
"honest","B1","30137126"
"railroads","B1","30123638"
"contacts","A2","30089094"
"disclosure","B1","30084241"
"organisms","B1","30082725"
"symbols","A2","30052957"
"inside","B2","30045982"
"stepped","A1","30031334"
"elderly","A2","30012800"
"meanwhile","B1","30001241"
"fought","A2","29998001"
"bones","A1","29997526"
"constitutes","B1","29992405"
"rod","B1","29989347"
"nelson","B1","29961318"
"friendship","A2","29947097"
"distinguish","B1","29944722"
"descriptions","A2","29928023"
"freely","B1","29915939"
"strike","B1","29912026"
"codes","A1","29908400"
"sectors","B2","29902331"
"zinc","B1","29899560"
"innovation","B2","29886777"
"dreams","A1","29885893"
"wars","A1","29869670"
"anne","A2","29867627"
"apartment","A2","29845429"
"starts","A1","29841738"
"evaluated","B2","29841137"
"aimed","B1","29832213"
"female","B2","29815157"
"passion","B1","29813658"
"illustration","B2","29798589"
"repairs","A2","29793408"
"robinson","B1","29777650"
"vacuum","B1","29777216"
"polish","B2","29751402"
"urged","B1","29744502"
"purchasing","B2","29743735"
"stayed","A2","29734527"
"expand","B1","29719321"
"directory","A2","29711277"
"guaranteed","B1","29710766"
"rely","B1","29690942"
"dec","B1","29664150"
"leave","B1","29654369"
"constituted","B1","29654204"
"array","B1","29629878"
"controversy","B2","29627022"
"generations","A2","29610469"
"explains","A2","29608179"
"civilization","B1","29597434"
"crimes","A2","29594786"
"supervisor","B2","29590723"
"adam","B1","29589385"
"lectures","B1","29578294"
"glory","B1","29573848"
"spirits","B1","29553475"
"presumably","B2","29551825"
"terrible","A1","29546870"
"fox","B2","29519760"
"criminal","B1","29512323"
"angry","A1","29506461"
"deficit","B2","29486987"
"thereto","B1","29475768"
"live","B1","29475392"
"gases","A2","29466349"
"secret","A2","29449013"
"divorce","B2","29445602"
"enhanced","B2","29441899"
"operative","B1","29429513"
"segments","B2","29423268"
"justified","B2","29416920"
"intensive","B1","29405212"
"plenty","A2","29401241"
"traditions","A2","29392423"
"dakota","B1","29385765"
"isolation","B1","29344939"
"avoided","A2","29336599"
"bid","B2","29335798"
"wherever","B1","29324252"
"manuscript","B1","29322546"
"underground","B2","29316961"
"magic","A2","29314050"
"cool","A1","29311913"
"cognitive","B1","29302315"
"essays","A2","29297784"
"handbook","B1","29285301"
"parks","A1","29280865"
"enemies","B1","29279970"
"withdrawal","B2","29263770"
"tin","B1","29240090"
"informal","B2","29234768"
"reversed","B2","29234674"
"beer","A2","29215118"
"restaurant","A1","29185232"
"vegetables","A1","29183129"
"roughly","A2","29177209"
"ins","A1","29162357"
"reaches","A2","29149438"
"granting","B1","29144681"
"arises","B1","29143444"
"complaints","A2","29133542"
"shipments","A2","29116326"
"hung","B1","29105288"
"waited","A2","29103834"
"diverse","B1","29100403"
"strict","A1","29100092"
"memorandum","B1","29096579"
"donald","B1","29086049"
"illustrate","B2","29061040"
"contracting","B2","29057017"
"wholesale","B1","29049894"
"conducting","B1","29037574"
"wash","A1","29034630"
"marginal","B2","29032867"
"surrounded","B1","29032714"
"tribes","B2","29010482"
"displayed","A2","29003646"
"dedicated","B1","29001793"
"order","A2","28998103"
"argues","A2","28987103"
"arrive","A1","28984453"
"eq","A1","28982790"
"shadow","A2","28963832"
"desires","B1","28956468"
"christianity","B1","28935543"
"tired","A1","28921423"
"hopes","A2","28919792"
"boats","A1","28918016"
"expressions","A2","28916553"
"touched","A2","28912452"
"occasional","B1","28908765"
"fitted","B1","28903032"
"frozen","B1","28897516"
"greece","B1","28890689"
"render","B1","28878382"
"pace","B1","28876861"
"courage","B1","28873238"
"conflicts","B1","28867696"
"mice","A1","28849776"
"aims","B1","28843086"
"vote","B1","28838117"
"landing","B2","28834011"
"holder","B2","28829890"
"prevented","A2","28825945"
"valuation","B1","28825146"
"se","B1","28821022"
"projected","B2","28804316"
"protocol","B1","28799255"
"predicted","A2","28792216"
"wings","B1","28783925"
"stuff","A2","28777014"
"cd","A1","28757327"
"investors","B2","28756497"
"essence","B1","28746725"
"integrity","B1","28745281"
"potentially","B2","28723169"
"quantitative","B1","28717154"
"litigation","B1","28701405"
"examinations","B1","28688259"
"gallery","A2","28688064"
"valued","B1","28685052"
"dear","A1","28679024"
"primitive","B1","28672113"
"emerged","B1","28669612"
"possessed","B2","28669601"
"furnace","B1","28667350"
"nearby","B1","28665520"
"precision","B1","28665264"
"factories","A1","28663560"
"harm","B2","28647234"
"unlikely","B1","28645769"
"approached","B1","28641183"
"static","A2","28637654"
"slaves","A2","28637479"
"transfers","B1","28627489"
"median","A1","28624550"
"solving","A1","28624188"
"departure","B1","28621506"
"legitimate","B2","28618254"
"coefficients","B1","28617869"
"matthew","B1","28611370"
"entries","B1","28592661"
"pen","A1","28591963"
"warren","A1","28578045"
"disposed","B2","28561249"
"determines","B1","28556187"
"extends","B1","28544934"
"assisted","B1","28544713"
"forestry","B2","28531709"
"workshop","B1","28531328"
"roman","B1","28518179"
"lifted","B1","28512249"
"wonder","A2","28511510"
"reasoning","A1","28501101"
"feedback","B2","28481765"
"drawings","A2","28474626"
"apple","A1","28462599"
"disaster","B1","28459747"
"nearest","A2","28456455"
"chose","A1","28456201"
"impacts","A2","28456073"
"bankruptcy","B2","28455254"
"ties","A2","28449603"
"hong","B1","28407545"
"spectra","A2","28387815"
"offense","B2","28369658"
"presidential","B2","28367964"
"integral","B1","28339046"
"tanks","B1","28336462"
"consultation","B1","28333782"
"campus","A2","28331956"
"drove","A1","28331583"
"inserted","B1","28330115"
"angles","B1","28320174"
"odd","B2","28314306"
"eliminated","B1","28306084"
"flexibility","B2","28298413"
"balanced","B2","28285329"
"editors","A2","28272270"
"reproduction","A2","28267276"
"seeks","A2","28265727"
"usage","B1","28258152"
"inherent","A1","28253348"
"benefit","B2","28250034"
"checked","A1","28249288"
"southwest","B1","28222870"
"dealer","B1","28210859"
"merchandise","B2","28205574"
"eighth","B2","28201689"
"monetary","B1","28201655"
"qualifications","B2","28200398"
"voted","A2","28199339"
"double","B2","28198473"
"depreciation","B1","28193667"
"break","A2","28192601"
"fine","B1","28187605"
"correctly","A2","28174058"
"killing","B1","28165196"
"strip","B1","28164062"
"geology","B1","28162488"
"evidently","B2","28160204"
"grains","B2","28158622"
"threshold","B1","28143509"
"specification","B1","28131221"
"button","A1","28130903"
"mature","B2","28129485"
"christians","B1","28126128"
"emotions","B1","28118131"
"computing","B2","28115010"
"sponsored","B1","28109005"
"disappeared","A2","28103209"
"dying","A2","28100750"
"forever","A2","28086678"
"plastic","B1","28085879"
"disk","B1","28085212"
"surgical","B1","28084599"
"sarah","B1","28078728"
"fired","A2","28075804"
"settle","B1","28060739"
"venture","B2","28057394"
"flag","A1","28040926"
"outlined","B1","28033589"
"asks","A1","28030583"
"prohibited","B2","28025895"
"habitat","B1","28024000"
"bob","B1","28019881"
"rolled","B1","28019386"
"cubic","B1","28014715"
"switzerland","B1","28001041"
"folk","B1","27998939"
"whilst","A1","27993260"
"lesser","A2","27967045"
"survive","A2","27960827"
"developmental","B1","27952858"
"cuts","A2","27949191"
"er","A1","27944760"
"graph","B1","27923890"
"austria","B1","27910352"
"ratios","A1","27910310"
"surprising","A2","27908944"
"compact","B2","27907204"
"extract","B2","27899682"
"respects","B1","27898692"
"inside","A2","27888694"
"harvest","A2","27881080"
"intelligent","A2","27879134"
"beneficial","B2","27855195"
"count","A2","27854050"
"humanity","B1","27849928"
"seventy","A1","27843294"
"hay","B2","27825751"
"routes","B2","27812629"
"shakespeare","B1","27811023"
"breach","B1","27782465"
"trace","B1","27781579"
"critics","B1","27777532"
"sport","A1","27775010"
"amongst","B2","27772213"
"insufficient","B2","27763071"
"geographical","B1","27761142"
"fragments","B1","27754939"
"blank","A1","27753116"
"carter","B1","27746310"
"centres","A2","27736756"
"tropical","B1","27735080"
"mar","B1","27718960"
"test","B2","27712941"
"limiting","B1","27704008"
"cir","B1","27699870"
"professionals","B1","27681080"
"creates","A2","27675789"
"bears","A1","27674185"
"ha","B1","27668329"
"verdict","B1","27668042"
"fe","B1","27650105"
"negro","B1","27646945"
"limestone","B1","27635819"
"container","A2","27627982"
"prospects","B2","27620535"
"inclusion","B1","27616191"
"vols","A1","27612063"
"flour","A2","27611403"
"theology","B1","27608895"
"listening","A1","27606504"
"weights","A2","27606420"
"da","B1","27594805"
"cylinder","B1","27593138"
"bent","B1","27590229"
"alter","B2","27564665"
"distributions","B1","27543071"
"firmly","B1","27542780"
"purchases","B2","27511183"
"visiting","A1","27501072"
"content","B2","27499549"
"na","B1","27497006"
"drop","A1","27496943"
"skilled","B2","27491806"
"gardens","A1","27489744"
"hunt","B1","27487727"
"enhance","B2","27487693"
"credits","A2","27486983"
"capabilities","B2","27486750"
"scholarship","B1","27484569"
"identifying","B2","27481075"
"authorization","A2","27472471"
"md","B1","27470261"
"anxious","A2","27466097"
"disputes","B2","27463558"
"makers","A2","27454759"
"voices","A2","27447697"
"losing","A2","27432125"
"irregular","B1","27427627"
"explore","A2","27426247"
"archives","B2","27423960"
"delhi","B1","27421189"
"fortune","A2","27411317"
"theorem","B1","27410898"
"player","A1","27408844"
"foundations","B1","27399772"
"li","B1","27386927"
"lecture","B1","27386454"
"breakfast","A1","27376336"
"checks","A1","27363868"
"singing","A2","27362369"
"refusal","B1","27356533"
"infrastructure","B1","27342368"
"cheese","A1","27342185"
"loaded","B1","27321647"
"scattering","B1","27317706"
"houston","B1","27314298"
"round","A2","27308174"
"abundant","B1","27285036"
"teams","A1","27278537"
"meters","A2","27264779"
"coupled","A2","27258951"
